transaction_id,date,hour,segment_name,vehicle_class,registration,toll_amount,avg_toll,std_toll,z_score,flag_severity
525552,2024-06-03,6,A1_Nord,LKW_7.5t,DE,6.764,8.450822410387591,0.42438912736399226,-3.97,HIGH
522490,2024-06-01,11,A2_Ost,LKW_18t,NL,25.7469,21.475239336226274,1.079490139354292,3.96,HIGH
11502,2024-01-04,6,A1_Nord,LKW_7.5t,DE,6.7756,8.450822410387591,0.42438912736399226,-3.95,HIGH
116991,2024-02-03,17,A7_West,Bus,CZ,6.6097,8.22889878061882,0.40945055881774023,-3.95,HIGH
30267,2024-01-09,12,A2_Ost,Bus,FR,9.7581,12.150226561587848,0.6067919843822752,-3.94,HIGH
15489,2024-01-05,8,A1_Nord,LKW_7.5t,PL,6.7782,8.450822410387591,0.42438912736399226,-3.94,HIGH
522005,2024-06-01,9,A100_Berlin,LKW_7.5t,DE,2.573,2.149787111281219,0.10734412390009378,3.94,HIGH
121506,2024-02-05,17,A100_Berlin,Bus,CZ,1.4312,1.7823700773349176,0.08949054923311046,-3.92,HIGH
238206,2024-03-10,5,A2_Ost,LKW_7.5t,PL,17.5296,14.654578913154852,0.7349960986693883,3.91,HIGH
227715,2024-03-07,3,A9_Sued,LKW_7.5t,DE,9.4566,11.747391618817693,0.5858221997258111,-3.91,HIGH
28259,2024-01-09,18,A1_Nord,LKW_18t,NL,14.8098,12.386281058575031,0.6198179773675049,3.91,HIGH
461849,2024-05-15,12,A1_Nord,LKW_18t,NL,14.8115,12.386281058575031,0.6198179773675049,3.91,HIGH
445171,2024-05-10,5,A1_Nord,Bus,FR,5.6368,7.008365289389071,0.35084704638338177,-3.91,HIGH
483574,2024-05-21,20,A100_Berlin,LKW_7.5t,PL,2.5682,2.149787111281219,0.10734412390009378,3.9,HIGH
152396,2024-02-14,10,A9_Sued,LKW_18t,NL,13.9059,17.212171333948874,0.8504227066658256,-3.89,HIGH
208009,2024-03-01,12,A9_Sued,LKW_18t,PL,20.5105,17.212171333948874,0.8504227066658256,3.88,HIGH
13829,2024-01-04,7,A2_Ost,LKW_18t,PL,25.6613,21.475239336226274,1.079490139354292,3.88,HIGH
209217,2024-03-01,22,A100_Berlin,Bus,FR,2.1275,1.7823700773349176,0.08949054923311046,3.86,HIGH
109593,2024-02-01,8,A2_Ost,Bus,FR,9.8069,12.150226561587848,0.6067919843822752,-3.86,HIGH
158572,2024-02-15,10,A7_West,Bus,FR,9.8056,8.22889878061882,0.40945055881774023,3.85,HIGH
353201,2024-04-12,9,A7_West,LKW_18t,NL,11.7363,14.541728940847316,0.7291785167799889,-3.85,HIGH
241222,2024-03-11,0,A2_Ost,LKW_7.5t,PL,11.8329,14.654578913154852,0.7349960986693883,-3.84,HIGH
576658,2024-06-17,14,A7_West,LKW_7.5t,PL,8.0077,9.926996891108772,0.5004182994494983,-3.84,HIGH
44459,2024-01-13,9,A2_Ost,LKW_7.5t,DE,17.472,14.654578913154852,0.7349960986693883,3.83,HIGH
10541,2024-01-03,18,A2_Ost,Bus,CZ,14.4664,12.150226561587848,0.6067919843822752,3.82,HIGH
43273,2024-01-13,20,A1_Nord,LKW_18t,NL,10.0193,12.386281058575031,0.6198179773675049,-3.82,HIGH
557698,2024-06-12,10,A1_Nord,Bus,FR,8.3401,7.008365289389071,0.35084704638338177,3.8,HIGH
49490,2024-01-15,17,A100_Berlin,LKW_18t,PL,3.7512,3.152299238033475,0.15753610499711462,3.8,HIGH
379010,2024-04-20,17,A2_Ost,Bus,FR,9.8421,12.150226561587848,0.6067919843822752,-3.8,HIGH
545372,2024-06-08,19,A1_Nord,LKW_18t,NL,14.7285,12.386281058575031,0.6198179773675049,3.78,HIGH
515493,2024-05-30,1,A2_Ost,LKW_7.5t,DE,11.878,14.654578913154852,0.7349960986693883,-3.78,HIGH
522359,2024-06-01,7,A2_Ost,LKW_7.5t,PL,17.4254,14.654578913154852,0.7349960986693883,3.77,HIGH
520048,2024-05-31,19,A2_Ost,LKW_7.5t,DE,11.8818,14.654578913154852,0.7349960986693883,-3.77,HIGH
250013,2024-03-13,12,A7_West,LKW_7.5t,DE,11.8082,9.926996891108772,0.5004182994494983,3.76,HIGH
216316,2024-03-04,11,A9_Sued,LKW_18t,NL,14.0112,17.212171333948874,0.8504227066658256,-3.76,HIGH
139205,2024-02-10,18,A1_Nord,LKW_18t,NL,10.0575,12.386281058575031,0.6198179773675049,-3.76,HIGH
451048,2024-05-11,18,A7_West,LKW_18t,PL,11.7973,14.541728940847316,0.7291785167799889,-3.76,HIGH
414868,2024-05-01,3,A100_Berlin,Bus,CZ,2.1173,1.7823700773349176,0.08949054923311046,3.74,HIGH
63628,2024-01-19,17,A1_Nord,LKW_18t,NL,14.7074,12.386281058575031,0.6198179773675049,3.74,HIGH
182570,2024-02-22,9,A7_West,LKW_7.5t,DE,8.0598,9.926996891108772,0.5004182994494983,-3.73,HIGH
510247,2024-05-29,9,A9_Sued,Bus,CZ,11.5666,9.742257713454071,0.4885649684594786,3.73,HIGH
407251,2024-04-29,19,A9_Sued,LKW_7.5t,PL,9.5616,11.747391618817693,0.5858221997258111,-3.73,HIGH
617360,2024-06-29,18,A100_Berlin,LKW_7.5t,PL,2.5506,2.149787111281219,0.10734412390009378,3.73,HIGH
163715,2024-02-17,18,A9_Sued,LKW_18t,NL,20.3874,17.212171333948874,0.8504227066658256,3.73,HIGH
89567,2024-01-26,7,A2_Ost,LKW_7.5t,PL,17.3856,14.654578913154852,0.7349960986693883,3.72,HIGH
564027,2024-06-13,22,A2_Ost,LKW_7.5t,DE,17.3832,14.654578913154852,0.7349960986693883,3.71,HIGH
615961,2024-06-28,19,A7_West,LKW_7.5t,PL,11.7812,9.926996891108772,0.5004182994494983,3.71,HIGH
512574,2024-05-29,8,A7_West,LKW_7.5t,DE,11.7764,9.926996891108772,0.5004182994494983,3.7,HIGH
194559,2024-02-26,20,A2_Ost,LKW_7.5t,DE,11.9354,14.654578913154852,0.7349960986693883,-3.7,HIGH
2793,2024-01-01,17,A2_Ost,Bus,CZ,9.9059,12.150226561587848,0.6067919843822752,-3.7,HIGH
193881,2024-02-26,2,A2_Ost,LKW_18t,PL,25.4677,21.475239336226274,1.079490139354292,3.7,HIGH
26484,2024-01-08,11,A2_Ost,LKW_18t,NL,17.4794,21.475239336226274,1.079490139354292,-3.7,HIGH
47734,2024-01-15,9,A1_Nord,LKW_18t,NL,10.0929,12.386281058575031,0.6198179773675049,-3.7,HIGH
350183,2024-04-12,16,A1_Nord,LKW_18t,PL,10.1009,12.386281058575031,0.6198179773675049,-3.69,HIGH
106603,2024-01-31,9,A7_West,LKW_18t,NL,17.232,14.541728940847316,0.7291785167799889,3.69,HIGH
27269,2024-01-08,11,A7_West,LKW_7.5t,DE,11.7747,9.926996891108772,0.5004182994494983,3.69,HIGH
294662,2024-03-27,13,A1_Nord,LKW_18t,PL,10.1002,12.386281058575031,0.6198179773675049,-3.69,HIGH
270714,2024-03-20,9,A1_Nord,Bus,CZ,5.7175,7.008365289389071,0.35084704638338177,-3.68,HIGH
560954,2024-06-12,18,A7_West,LKW_7.5t,DE,11.7668,9.926996891108772,0.5004182994494983,3.68,HIGH
600231,2024-06-24,9,A7_West,LKW_18t,PL,11.8608,14.541728940847316,0.7291785167799889,-3.68,HIGH
361868,2024-04-16,4,A1_Nord,LKW_7.5t,PL,10.0138,8.450822410387591,0.42438912736399226,3.68,HIGH
321045,2024-04-03,16,A2_Ost,Bus,FR,9.9195,12.150226561587848,0.6067919843822752,-3.68,HIGH
619134,2024-06-30,12,A9_Sued,LKW_18t,NL,14.0935,17.212171333948874,0.8504227066658256,-3.67,HIGH
440291,2024-05-08,19,A2_Ost,LKW_18t,NL,17.5109,21.475239336226274,1.079490139354292,-3.67,HIGH
114007,2024-02-02,18,A2_Ost,LKW_18t,PL,17.5273,21.475239336226274,1.079490139354292,-3.66,HIGH
456166,2024-05-13,14,A2_Ost,LKW_7.5t,PL,11.9739,14.654578913154852,0.7349960986693883,-3.65,HIGH
463847,2024-05-15,6,A2_Ost,LKW_7.5t,PL,17.3398,14.654578913154852,0.7349960986693883,3.65,HIGH
38431,2024-01-11,8,A7_West,LKW_7.5t,PL,8.1005,9.926996891108772,0.5004182994494983,-3.65,HIGH
406550,2024-04-29,0,A9_Sued,LKW_7.5t,PL,13.888,11.747391618817693,0.5858221997258111,3.65,HIGH
259899,2024-03-16,16,A2_Ost,LKW_7.5t,DE,11.9716,14.654578913154852,0.7349960986693883,-3.65,HIGH
85342,2024-01-25,17,A100_Berlin,LKW_18t,PL,3.7263,3.152299238033475,0.15753610499711462,3.64,HIGH
104423,2024-01-31,13,A9_Sued,LKW_7.5t,PL,9.6127,11.747391618817693,0.5858221997258111,-3.64,HIGH
399602,2024-04-26,20,A100_Berlin,LKW_18t,NL,3.7259,3.152299238033475,0.15753610499711462,3.64,HIGH
250158,2024-03-13,16,A7_West,Bus,FR,9.7174,8.22889878061882,0.40945055881774023,3.64,HIGH
593486,2024-06-22,12,A100_Berlin,Bus,CZ,1.4565,1.7823700773349176,0.08949054923311046,-3.64,HIGH
