timestamp,segment,total_vehicles,rolling_mean_24h,z_score,anomaly_score,hour,day_name,is_weekend,deviation_%,severity
2024-05-27 07:00:00,A1_Nord,3334,1132.0416666666667,3.221247371768738,0.015350818951280432,7,Monday,False,194.5,MEDIUM
2024-03-18 07:00:00,A9_Sued,4096,1420.4583333333333,3.3425889424786344,0.012931330731525859,7,Monday,False,188.4,MEDIUM
2024-04-22 07:00:00,A7_West,4509,1618.7083333333333,3.3117847430829115,0.012747846073452807,7,Monday,False,178.6,MEDIUM
2024-03-25 07:00:00,A2_Ost,2683,953.6666666666666,3.072606526490182,0.011829312595606822,7,Monday,False,181.3,MEDIUM
2024-04-08 07:00:00,A7_West,4756,1627.8333333333333,3.3565228587879625,0.011709144452038744,7,Monday,False,192.2,MEDIUM
2024-05-20 07:00:00,A1_Nord,3219,1121.25,3.2364093302915866,0.011575681514358727,7,Monday,False,187.1,MEDIUM
2024-04-08 07:00:00,A9_Sued,4504,1410.4166666666667,3.591694317660994,0.011163391620552132,7,Monday,False,219.3,MEDIUM
2024-06-10 07:00:00,A7_West,4442,1569.1666666666667,3.161900465659404,0.010645205449536066,7,Monday,False,183.1,MEDIUM
2024-02-12 07:00:00,A1_Nord,3272,1118.2916666666667,3.299425139987398,0.010624377401591056,7,Monday,False,192.6,MEDIUM
2024-05-20 07:00:00,A7_West,4661,1640.4166666666667,3.2673378663547497,0.010615483666777448,7,Monday,False,184.1,MEDIUM
2024-02-14 06:00:00,A100_Berlin,10545,3858.25,3.715953556096131,0.010203968131693886,6,Wednesday,False,173.3,MEDIUM
2024-03-11 07:00:00,A7_West,4909,1663.125,3.348547178419468,0.009181363887315164,7,Monday,False,195.2,MEDIUM
2024-01-22 07:00:00,A7_West,4458,1563.7083333333333,3.2398816670823836,0.008960984832624419,7,Monday,False,185.1,MEDIUM
2024-04-15 07:00:00,A7_West,5045,1673.0,3.3736687652675013,0.008866382131295314,7,Monday,False,201.6,MEDIUM
2024-06-17 07:00:00,A7_West,4225,1568.25,3.1177232660239524,0.008700974649022974,7,Monday,False,169.4,MEDIUM
2024-05-27 07:00:00,A2_Ost,2707,933.75,3.198975979693475,0.008602737999317212,7,Monday,False,189.9,MEDIUM
2024-04-29 07:00:00,A2_Ost,2734,933.7916666666666,3.517796121946278,0.008476899029485896,7,Monday,False,192.8,MEDIUM
2024-05-06 07:00:00,A7_West,4933,1629.5416666666667,3.374288498965672,0.008286523708890936,7,Monday,False,202.7,MEDIUM
2024-01-29 07:00:00,A2_Ost,2654,905.875,3.264706378234754,0.008265261242890065,7,Monday,False,193.0,MEDIUM
2024-05-06 07:00:00,A2_Ost,2808,939.125,3.3734562701971176,0.007920504334435585,7,Monday,False,199.0,MEDIUM
2024-06-24 07:00:00,A9_Sued,3901,1298.4583333333333,3.3878838844851087,0.006197758896336558,7,Monday,False,200.4,MEDIUM
2024-02-12 07:00:00,A7_West,4552,1600.2916666666667,3.3133652793647186,0.006111022126350285,7,Monday,False,184.4,MEDIUM
2024-05-13 07:00:00,A7_West,4598,1633.6666666666667,3.227825976927048,0.005827761468307657,7,Monday,False,181.5,MEDIUM
2024-01-08 07:00:00,A1_Nord,2992,1067.9166666666667,3.1904174135926993,0.0056830348048240165,7,Monday,False,180.2,MEDIUM
2024-03-04 07:00:00,A7_West,4385,1584.8333333333333,3.262371223436802,0.005325245656145339,7,Monday,False,176.7,MEDIUM
2024-02-05 07:00:00,A2_Ost,2661,915.5416666666666,3.1981504761153006,0.004672258257204409,7,Monday,False,190.6,MEDIUM
2024-05-13 07:00:00,A2_Ost,2720,937.4583333333334,3.2999803144080246,0.004248699942758782,7,Monday,False,190.1,MEDIUM
2024-01-22 07:00:00,A2_Ost,2611,862.0,3.4707032735344137,0.003673897202821186,7,Monday,False,202.9,MEDIUM
2024-02-26 07:00:00,A9_Sued,3972,1372.625,3.3230685609003663,0.0035152401458511395,7,Monday,False,189.4,MEDIUM
2024-02-05 07:00:00,A1_Nord,3078,1122.2083333333333,3.0635460041107265,0.003322232081754084,7,Monday,False,174.3,MEDIUM
2024-06-24 07:00:00,A2_Ost,2548,864.4166666666666,3.3011758427740614,0.0031614231070385967,7,Monday,False,194.8,MEDIUM
2024-01-29 07:00:00,A100_Berlin,5880,1903.375,3.4096891126648856,0.0031613875545438708,7,Monday,False,208.9,MEDIUM
2024-05-20 07:00:00,A100_Berlin,5959,1887.375,3.497666935388104,0.0031537525388951604,7,Monday,False,215.7,MEDIUM
2024-06-03 07:00:00,A1_Nord,2920,1098.0416666666667,3.0486438438326413,0.0020550966033916485,7,Monday,False,165.9,MEDIUM
2024-06-17 07:00:00,A1_Nord,3030,1049.3333333333333,3.228869349576626,0.0020536935050933236,7,Monday,False,188.8,MEDIUM
2024-04-22 07:00:00,A100_Berlin,6076,1990.5833333333333,3.392312962162228,0.0018442083201577475,7,Monday,False,205.2,MEDIUM
2024-06-03 07:00:00,A2_Ost,2620,909.875,3.3143850005253355,0.0017520953440706144,7,Monday,False,188.0,MEDIUM
2024-03-11 07:00:00,A9_Sued,4058,1422.1666666666667,3.2483374774614906,0.0014040693058977594,7,Monday,False,185.3,MEDIUM
2024-04-22 07:00:00,A1_Nord,2971,1109.7083333333333,3.0806592435985634,0.001092460390826,7,Monday,False,167.7,MEDIUM
2024-04-29 07:00:00,A7_West,4661,1688.5833333333333,3.1110816325074886,0.0010797265089433905,7,Monday,False,176.0,MEDIUM
2024-01-29 07:00:00,A9_Sued,3823,1355.4583333333333,3.0828768239463624,0.0005839147552675339,7,Monday,False,182.0,MEDIUM
2024-03-18 07:00:00,A7_West,4498,1657.2083333333333,3.008145174620207,0.00043888841978023674,7,Monday,False,171.4,MEDIUM
2024-02-19 07:00:00,A2_Ost,2524,927.0,3.028057808932379,0.00020136898247569146,7,Monday,False,172.3,MEDIUM
2024-05-20 07:00:00,A9_Sued,3801,1367.125,3.0341063034446316,8.1832892511291e-05,7,Monday,False,178.0,MEDIUM
