timestamp,segment,total_vehicles,light_vehicles,heavy_vehicles,hour,day_of_week,day_name,is_weekend,month
2024-01-02 11:00:00,A1_Nord,1858,1418,440,11,1,Tuesday,False,1
2024-01-02 12:00:00,A1_Nord,1801,1374,427,12,1,Tuesday,False,1
2024-01-02 13:00:00,A1_Nord,1427,1101,326,13,1,Tuesday,False,1
2024-01-02 14:00:00,A1_Nord,1818,1425,393,14,1,Tuesday,False,1
2024-01-02 15:00:00,A1_Nord,1819,1459,360,15,1,Tuesday,False,1
2024-01-02 16:00:00,A1_Nord,1774,1377,397,16,1,Tuesday,False,1
2024-01-02 17:00:00,A1_Nord,3029,2380,649,17,1,Tuesday,False,1
2024-01-02 18:00:00,A1_Nord,2534,1991,543,18,1,Tuesday,False,1
2024-01-02 19:00:00,A1_Nord,2907,2257,650,19,1,Tuesday,False,1
2024-01-02 20:00:00,A1_Nord,1729,1339,390,20,1,Tuesday,False,1
2024-01-02 21:00:00,A1_Nord,1820,1401,419,21,1,Tuesday,False,1
2024-01-02 22:00:00,A1_Nord,511,401,110,22,1,Tuesday,False,1
2024-01-02 23:00:00,A1_Nord,524,418,106,23,1,Tuesday,False,1
2024-01-03 00:00:00,A1_Nord,555,432,123,0,2,Wednesday,False,1
2024-01-03 01:00:00,A1_Nord,543,425,118,1,2,Wednesday,False,1
2024-01-03 02:00:00,A1_Nord,481,378,103,2,2,Wednesday,False,1
2024-01-03 03:00:00,A1_Nord,527,416,111,3,2,Wednesday,False,1
2024-01-03 04:00:00,A1_Nord,535,415,120,4,2,Wednesday,False,1
2024-01-03 05:00:00,A1_Nord,624,486,138,5,2,Wednesday,False,1
2024-01-03 06:00:00,A1_Nord,1846,1442,404,6,2,Wednesday,False,1
2024-01-03 07:00:00,A1_Nord,2450,1912,538,7,2,Wednesday,False,1
2024-01-03 08:00:00,A1_Nord,2908,2190,718,8,2,Wednesday,False,1
2024-01-03 09:00:00,A1_Nord,2850,2214,636,9,2,Wednesday,False,1
2024-01-03 10:00:00,A1_Nord,1804,1431,373,10,2,Wednesday,False,1
2024-01-03 11:00:00,A1_Nord,1974,1524,450,11,2,Wednesday,False,1
2024-01-03 12:00:00,A1_Nord,1923,1520,403,12,2,Wednesday,False,1
2024-01-03 13:00:00,A1_Nord,2012,1601,411,13,2,Wednesday,False,1
2024-01-03 14:00:00,A1_Nord,1894,1432,462,14,2,Wednesday,False,1
2024-01-03 15:00:00,A1_Nord,1665,1310,355,15,2,Wednesday,False,1
2024-01-03 16:00:00,A1_Nord,1823,1433,390,16,2,Wednesday,False,1
2024-01-03 17:00:00,A1_Nord,2377,1853,524,17,2,Wednesday,False,1
2024-01-03 18:00:00,A1_Nord,2483,1924,559,18,2,Wednesday,False,1
2024-01-03 19:00:00,A1_Nord,2514,1919,595,19,2,Wednesday,False,1
2024-01-03 20:00:00,A1_Nord,1695,1329,366,20,2,Wednesday,False,1
2024-01-03 21:00:00,A1_Nord,1927,1530,397,21,2,Wednesday,False,1
2024-01-03 22:00:00,A1_Nord,552,423,129,22,2,Wednesday,False,1
2024-01-03 23:00:00,A1_Nord,472,368,104,23,2,Wednesday,False,1
2024-01-04 00:00:00,A1_Nord,555,429,126,0,3,Thursday,False,1
2024-01-04 01:00:00,A1_Nord,489,389,100,1,3,Thursday,False,1
2024-01-04 02:00:00,A1_Nord,566,440,126,2,3,Thursday,False,1
2024-01-04 03:00:00,A1_Nord,554,431,123,3,3,Thursday,False,1
2024-01-04 04:00:00,A1_Nord,514,400,114,4,3,Thursday,False,1
2024-01-04 05:00:00,A1_Nord,556,439,117,5,3,Thursday,False,1
2024-01-04 06:00:00,A1_Nord,2082,1614,468,6,3,Thursday,False,1
2024-01-04 07:00:00,A1_Nord,2623,2027,596,7,3,Thursday,False,1
2024-01-04 08:00:00,A1_Nord,2673,2062,611,8,3,Thursday,False,1
2024-01-04 09:00:00,A1_Nord,3168,2500,668,9,3,Thursday,False,1
2024-01-04 10:00:00,A1_Nord,1952,1514,438,10,3,Thursday,False,1
2024-01-04 11:00:00,A1_Nord,1931,1466,465,11,3,Thursday,False,1
2024-01-04 12:00:00,A1_Nord,1776,1401,375,12,3,Thursday,False,1
2024-01-04 13:00:00,A1_Nord,1683,1328,355,13,3,Thursday,False,1
2024-01-04 14:00:00,A1_Nord,1801,1399,402,14,3,Thursday,False,1
2024-01-04 15:00:00,A1_Nord,1852,1428,424,15,3,Thursday,False,1
2024-01-04 16:00:00,A1_Nord,1814,1386,428,16,3,Thursday,False,1
2024-01-04 17:00:00,A1_Nord,2661,1996,665,17,3,Thursday,False,1
2024-01-04 18:00:00,A1_Nord,2854,2254,600,18,3,Thursday,False,1
2024-01-04 19:00:00,A1_Nord,2485,1926,559,19,3,Thursday,False,1
2024-01-04 20:00:00,A1_Nord,1779,1374,405,20,3,Thursday,False,1
2024-01-04 21:00:00,A1_Nord,1880,1468,412,21,3,Thursday,False,1
2024-01-04 22:00:00,A1_Nord,506,404,102,22,3,Thursday,False,1
2024-01-04 23:00:00,A1_Nord,524,404,120,23,3,Thursday,False,1
2024-01-05 00:00:00,A1_Nord,553,439,114,0,4,Friday,False,1
2024-01-05 01:00:00,A1_Nord,552,429,123,1,4,Friday,False,1
2024-01-05 02:00:00,A1_Nord,506,394,112,2,4,Friday,False,1
2024-01-05 03:00:00,A1_Nord,547,434,113,3,4,Friday,False,1
2024-01-05 04:00:00,A1_Nord,560,434,126,4,4,Friday,False,1
2024-01-05 05:00:00,A1_Nord,591,455,136,5,4,Friday,False,1
2024-01-05 06:00:00,A1_Nord,1615,1277,338,6,4,Friday,False,1
2024-01-05 07:00:00,A1_Nord,3024,2342,682,7,4,Friday,False,1
2024-01-05 08:00:00,A1_Nord,3024,2231,793,8,4,Friday,False,1
2024-01-05 09:00:00,A1_Nord,3037,2331,706,9,4,Friday,False,1
2024-01-05 10:00:00,A1_Nord,1954,1511,443,10,4,Friday,False,1
2024-01-05 11:00:00,A1_Nord,1769,1366,403,11,4,Friday,False,1
2024-01-05 12:00:00,A1_Nord,1703,1333,370,12,4,Friday,False,1
2024-01-05 13:00:00,A1_Nord,1744,1359,385,13,4,Friday,False,1
2024-01-05 14:00:00,A1_Nord,2151,1722,429,14,4,Friday,False,1
2024-01-05 15:00:00,A1_Nord,1915,1528,387,15,4,Friday,False,1
2024-01-05 16:00:00,A1_Nord,1746,1341,405,16,4,Friday,False,1
2024-01-05 17:00:00,A1_Nord,2737,2168,569,17,4,Friday,False,1
2024-01-05 18:00:00,A1_Nord,2567,1984,583,18,4,Friday,False,1
2024-01-05 19:00:00,A1_Nord,2564,1994,570,19,4,Friday,False,1
2024-01-05 20:00:00,A1_Nord,1822,1435,387,20,4,Friday,False,1
2024-01-05 21:00:00,A1_Nord,2126,1644,482,21,4,Friday,False,1
2024-01-05 22:00:00,A1_Nord,456,355,101,22,4,Friday,False,1
2024-01-05 23:00:00,A1_Nord,515,397,118,23,4,Friday,False,1
2024-01-06 00:00:00,A1_Nord,281,220,61,0,5,Saturday,True,1
2024-01-06 01:00:00,A1_Nord,312,241,71,1,5,Saturday,True,1
2024-01-06 02:00:00,A1_Nord,271,213,58,2,5,Saturday,True,1
2024-01-06 03:00:00,A1_Nord,288,227,61,3,5,Saturday,True,1
2024-01-06 04:00:00,A1_Nord,342,266,76,4,5,Saturday,True,1
2024-01-06 05:00:00,A1_Nord,269,208,61,5,5,Saturday,True,1
2024-01-06 06:00:00,A1_Nord,1170,900,270,6,5,Saturday,True,1
2024-01-06 07:00:00,A1_Nord,1405,1104,301,7,5,Saturday,True,1
2024-01-06 08:00:00,A1_Nord,1762,1389,373,8,5,Saturday,True,1
2024-01-06 09:00:00,A1_Nord,1657,1279,378,9,5,Saturday,True,1
2024-01-06 10:00:00,A1_Nord,926,723,203,10,5,Saturday,True,1
2024-01-06 11:00:00,A1_Nord,740,586,154,11,5,Saturday,True,1
2024-01-06 12:00:00,A1_Nord,979,778,201,12,5,Saturday,True,1
2024-01-06 13:00:00,A1_Nord,1130,900,230,13,5,Saturday,True,1
2024-01-06 14:00:00,A1_Nord,964,751,213,14,5,Saturday,True,1
2024-01-06 15:00:00,A1_Nord,1115,888,227,15,5,Saturday,True,1
2024-01-06 16:00:00,A1_Nord,1093,853,240,16,5,Saturday,True,1
2024-01-06 17:00:00,A1_Nord,1382,1071,311,17,5,Saturday,True,1
2024-01-06 18:00:00,A1_Nord,1524,1199,325,18,5,Saturday,True,1
2024-01-06 19:00:00,A1_Nord,1508,1183,325,19,5,Saturday,True,1
2024-01-06 20:00:00,A1_Nord,1009,780,229,20,5,Saturday,True,1
2024-01-06 21:00:00,A1_Nord,1127,895,232,21,5,Saturday,True,1
2024-01-06 22:00:00,A1_Nord,351,282,69,22,5,Saturday,True,1
2024-01-06 23:00:00,A1_Nord,296,229,67,23,5,Saturday,True,1
2024-01-07 00:00:00,A1_Nord,307,242,65,0,6,Sunday,True,1
2024-01-07 01:00:00,A1_Nord,295,232,63,1,6,Sunday,True,1
2024-01-07 02:00:00,A1_Nord,286,221,65,2,6,Sunday,True,1
2024-01-07 03:00:00,A1_Nord,309,244,65,3,6,Sunday,True,1
2024-01-07 04:00:00,A1_Nord,322,251,71,4,6,Sunday,True,1
2024-01-07 05:00:00,A1_Nord,320,248,72,5,6,Sunday,True,1
2024-01-07 06:00:00,A1_Nord,935,736,199,6,6,Sunday,True,1
2024-01-07 07:00:00,A1_Nord,1698,1314,384,7,6,Sunday,True,1
2024-01-07 08:00:00,A1_Nord,1600,1246,354,8,6,Sunday,True,1
2024-01-07 09:00:00,A1_Nord,1766,1389,377,9,6,Sunday,True,1
2024-01-07 10:00:00,A1_Nord,1045,818,227,10,6,Sunday,True,1
2024-01-07 11:00:00,A1_Nord,984,756,228,11,6,Sunday,True,1
2024-01-07 12:00:00,A1_Nord,1068,824,244,12,6,Sunday,True,1
2024-01-07 13:00:00,A1_Nord,1106,863,243,13,6,Sunday,True,1
2024-01-07 14:00:00,A1_Nord,1056,828,228,14,6,Sunday,True,1
2024-01-07 15:00:00,A1_Nord,1027,803,224,15,6,Sunday,True,1
2024-01-07 16:00:00,A1_Nord,1009,781,228,16,6,Sunday,True,1
2024-01-07 17:00:00,A1_Nord,1404,1063,341,17,6,Sunday,True,1
2024-01-07 18:00:00,A1_Nord,1381,1096,285,18,6,Sunday,True,1
2024-01-07 19:00:00,A1_Nord,1642,1267,375,19,6,Sunday,True,1
2024-01-07 20:00:00,A1_Nord,1051,813,238,20,6,Sunday,True,1
2024-01-07 21:00:00,A1_Nord,1000,790,210,21,6,Sunday,True,1
2024-01-07 22:00:00,A1_Nord,302,238,64,22,6,Sunday,True,1
2024-01-07 23:00:00,A1_Nord,324,254,70,23,6,Sunday,True,1
2024-01-08 00:00:00,A1_Nord,511,401,110,0,0,Monday,False,1
2024-01-08 01:00:00,A1_Nord,565,445,120,1,0,Monday,False,1
2024-01-08 02:00:00,A1_Nord,511,398,113,2,0,Monday,False,1
2024-01-08 03:00:00,A1_Nord,558,439,119,3,0,Monday,False,1
2024-01-08 04:00:00,A1_Nord,526,409,117,4,0,Monday,False,1
2024-01-08 05:00:00,A1_Nord,483,385,98,5,0,Monday,False,1
2024-01-08 06:00:00,A1_Nord,1719,1345,374,6,0,Monday,False,1
2024-01-08 07:00:00,A1_Nord,2992,2286,706,7,0,Monday,False,1
2024-01-08 08:00:00,A1_Nord,3119,2439,680,8,0,Monday,False,1
2024-01-08 09:00:00,A1_Nord,2915,2306,609,9,0,Monday,False,1
2024-01-08 10:00:00,A1_Nord,1822,1427,395,10,0,Monday,False,1
2024-01-08 11:00:00,A1_Nord,1871,1477,394,11,0,Monday,False,1
2024-01-08 12:00:00,A1_Nord,1900,1450,450,12,0,Monday,False,1
2024-01-08 13:00:00,A1_Nord,1808,1403,405,13,0,Monday,False,1
2024-01-08 14:00:00,A1_Nord,1925,1510,415,14,0,Monday,False,1
2024-01-08 15:00:00,A1_Nord,1857,1449,408,15,0,Monday,False,1
2024-01-08 16:00:00,A1_Nord,1838,1450,388,16,0,Monday,False,1
2024-01-08 17:00:00,A1_Nord,2742,2124,618,17,0,Monday,False,1
2024-01-08 18:00:00,A1_Nord,3054,2350,704,18,0,Monday,False,1
2024-01-08 19:00:00,A1_Nord,3208,2530,678,19,0,Monday,False,1
2024-01-08 20:00:00,A1_Nord,1952,1519,433,20,0,Monday,False,1
2024-01-08 21:00:00,A1_Nord,2144,1692,452,21,0,Monday,False,1
2024-01-08 22:00:00,A1_Nord,510,402,108,22,0,Monday,False,1
2024-01-08 23:00:00,A1_Nord,454,357,97,23,0,Monday,False,1
2024-01-09 00:00:00,A1_Nord,515,401,114,0,1,Tuesday,False,1
2024-01-09 01:00:00,A1_Nord,563,428,135,1,1,Tuesday,False,1
2024-01-09 02:00:00,A1_Nord,590,464,126,2,1,Tuesday,False,1
2024-01-09 03:00:00,A1_Nord,508,394,114,3,1,Tuesday,False,1
2024-01-09 04:00:00,A1_Nord,490,373,117,4,1,Tuesday,False,1
2024-01-09 05:00:00,A1_Nord,600,472,128,5,1,Tuesday,False,1
2024-01-09 06:00:00,A1_Nord,1577,1207,370,6,1,Tuesday,False,1
2024-01-09 07:00:00,A1_Nord,2897,2221,676,7,1,Tuesday,False,1
2024-01-09 08:00:00,A1_Nord,2551,2007,544,8,1,Tuesday,False,1
2024-01-09 09:00:00,A1_Nord,2925,2280,645,9,1,Tuesday,False,1
2024-01-09 10:00:00,A1_Nord,1761,1362,399,10,1,Tuesday,False,1
2024-01-09 11:00:00,A1_Nord,1671,1306,365,11,1,Tuesday,False,1
2024-01-09 12:00:00,A1_Nord,1845,1429,416,12,1,Tuesday,False,1
2024-01-09 13:00:00,A1_Nord,1931,1531,400,13,1,Tuesday,False,1
2024-01-09 14:00:00,A1_Nord,1603,1228,375,14,1,Tuesday,False,1
2024-01-09 15:00:00,A1_Nord,1876,1479,397,15,1,Tuesday,False,1
2024-01-09 16:00:00,A1_Nord,2054,1600,454,16,1,Tuesday,False,1
2024-01-09 17:00:00,A1_Nord,3000,2338,662,17,1,Tuesday,False,1
2024-01-09 18:00:00,A1_Nord,3193,2429,764,18,1,Tuesday,False,1
2024-01-09 19:00:00,A1_Nord,2687,2068,619,19,1,Tuesday,False,1
2024-01-09 20:00:00,A1_Nord,1922,1471,451,20,1,Tuesday,False,1
2024-01-09 21:00:00,A1_Nord,1686,1303,383,21,1,Tuesday,False,1
2024-01-09 22:00:00,A1_Nord,594,475,119,22,1,Tuesday,False,1
2024-01-09 23:00:00,A1_Nord,496,399,97,23,1,Tuesday,False,1
2024-01-10 00:00:00,A1_Nord,537,415,122,0,2,Wednesday,False,1
2024-01-10 01:00:00,A1_Nord,615,480,135,1,2,Wednesday,False,1
2024-01-10 02:00:00,A1_Nord,620,494,126,2,2,Wednesday,False,1
2024-01-10 03:00:00,A1_Nord,474,371,103,3,2,Wednesday,False,1
2024-01-10 04:00:00,A1_Nord,566,442,124,4,2,Wednesday,False,1
2024-01-10 05:00:00,A1_Nord,458,358,100,5,2,Wednesday,False,1
2024-01-10 06:00:00,A1_Nord,1639,1267,372,6,2,Wednesday,False,1
2024-01-10 07:00:00,A1_Nord,3015,2383,632,7,2,Wednesday,False,1
2024-01-10 08:00:00,A1_Nord,2808,2223,585,8,2,Wednesday,False,1
2024-01-10 09:00:00,A1_Nord,2914,2243,671,9,2,Wednesday,False,1
2024-01-10 10:00:00,A1_Nord,1686,1306,380,10,2,Wednesday,False,1
2024-01-10 11:00:00,A1_Nord,1753,1383,370,11,2,Wednesday,False,1
2024-01-10 12:00:00,A1_Nord,1815,1437,378,12,2,Wednesday,False,1
2024-01-10 13:00:00,A1_Nord,1749,1388,361,13,2,Wednesday,False,1
2024-01-10 14:00:00,A1_Nord,2118,1652,466,14,2,Wednesday,False,1
2024-01-10 15:00:00,A1_Nord,1728,1344,384,15,2,Wednesday,False,1
2024-01-10 16:00:00,A1_Nord,1814,1420,394,16,2,Wednesday,False,1
2024-01-10 17:00:00,A1_Nord,2881,2224,657,17,2,Wednesday,False,1
2024-01-10 18:00:00,A1_Nord,2629,2068,561,18,2,Wednesday,False,1
2024-01-10 19:00:00,A1_Nord,2685,2163,522,19,2,Wednesday,False,1
2024-01-10 20:00:00,A1_Nord,1608,1231,377,20,2,Wednesday,False,1
2024-01-10 21:00:00,A1_Nord,2071,1622,449,21,2,Wednesday,False,1
2024-01-10 22:00:00,A1_Nord,574,446,128,22,2,Wednesday,False,1
2024-01-10 23:00:00,A1_Nord,684,526,158,23,2,Wednesday,False,1
2024-01-11 00:00:00,A1_Nord,544,431,113,0,3,Thursday,False,1
2024-01-11 01:00:00,A1_Nord,479,373,106,1,3,Thursday,False,1
2024-01-11 02:00:00,A1_Nord,516,411,105,2,3,Thursday,False,1
2024-01-11 03:00:00,A1_Nord,521,413,108,3,3,Thursday,False,1
2024-01-11 04:00:00,A1_Nord,624,481,143,4,3,Thursday,False,1
2024-01-11 05:00:00,A1_Nord,549,420,129,5,3,Thursday,False,1
2024-01-11 06:00:00,A1_Nord,1845,1457,388,6,3,Thursday,False,1
2024-01-11 07:00:00,A1_Nord,3291,2548,743,7,3,Thursday,False,1
2024-01-11 08:00:00,A1_Nord,2690,2104,586,8,3,Thursday,False,1
2024-01-11 09:00:00,A1_Nord,2728,2170,558,9,3,Thursday,False,1
2024-01-11 10:00:00,A1_Nord,1969,1495,474,10,3,Thursday,False,1
2024-01-11 11:00:00,A1_Nord,1628,1260,368,11,3,Thursday,False,1
2024-01-11 12:00:00,A1_Nord,1738,1365,373,12,3,Thursday,False,1
2024-01-11 13:00:00,A1_Nord,1746,1379,367,13,3,Thursday,False,1
2024-01-11 14:00:00,A1_Nord,1840,1453,387,14,3,Thursday,False,1
2024-01-11 15:00:00,A1_Nord,1873,1462,411,15,3,Thursday,False,1
2024-01-11 16:00:00,A1_Nord,1798,1421,377,16,3,Thursday,False,1
2024-01-11 17:00:00,A1_Nord,2623,2025,598,17,3,Thursday,False,1
2024-01-11 18:00:00,A1_Nord,2861,2263,598,18,3,Thursday,False,1
2024-01-11 19:00:00,A1_Nord,2772,2140,632,19,3,Thursday,False,1
2024-01-11 20:00:00,A1_Nord,1588,1230,358,20,3,Thursday,False,1
2024-01-11 21:00:00,A1_Nord,1736,1344,392,21,3,Thursday,False,1
2024-01-11 22:00:00,A1_Nord,516,413,103,22,3,Thursday,False,1
2024-01-11 23:00:00,A1_Nord,478,373,105,23,3,Thursday,False,1
2024-01-12 00:00:00,A1_Nord,562,444,118,0,4,Friday,False,1
2024-01-12 01:00:00,A1_Nord,579,463,116,1,4,Friday,False,1
2024-01-12 02:00:00,A1_Nord,548,435,113,2,4,Friday,False,1
2024-01-12 03:00:00,A1_Nord,522,407,115,3,4,Friday,False,1
2024-01-12 04:00:00,A1_Nord,513,403,110,4,4,Friday,False,1
2024-01-12 05:00:00,A1_Nord,595,468,127,5,4,Friday,False,1
2024-01-12 06:00:00,A1_Nord,1959,1553,406,6,4,Friday,False,1
2024-01-12 07:00:00,A1_Nord,3063,2341,722,7,4,Friday,False,1
2024-01-12 08:00:00,A1_Nord,2357,1860,497,8,4,Friday,False,1
2024-01-12 09:00:00,A1_Nord,3074,2405,669,9,4,Friday,False,1
2024-01-12 10:00:00,A1_Nord,1891,1488,403,10,4,Friday,False,1
2024-01-12 11:00:00,A1_Nord,1849,1446,403,11,4,Friday,False,1
2024-01-12 12:00:00,A1_Nord,2008,1561,447,12,4,Friday,False,1
2024-01-12 13:00:00,A1_Nord,1886,1480,406,13,4,Friday,False,1
2024-01-12 14:00:00,A1_Nord,1765,1386,379,14,4,Friday,False,1
2024-01-12 15:00:00,A1_Nord,1894,1487,407,15,4,Friday,False,1
2024-01-12 16:00:00,A1_Nord,1879,1423,456,16,4,Friday,False,1
2024-01-12 17:00:00,A1_Nord,2947,2310,637,17,4,Friday,False,1
2024-01-12 18:00:00,A1_Nord,3020,2370,650,18,4,Friday,False,1
2024-01-12 19:00:00,A1_Nord,2306,1825,481,19,4,Friday,False,1
2024-01-12 20:00:00,A1_Nord,1561,1224,337,20,4,Friday,False,1
2024-01-12 21:00:00,A1_Nord,1839,1401,438,21,4,Friday,False,1
2024-01-12 22:00:00,A1_Nord,565,443,122,22,4,Friday,False,1
2024-01-12 23:00:00,A1_Nord,587,473,114,23,4,Friday,False,1
2024-01-13 00:00:00,A1_Nord,309,239,70,0,5,Saturday,True,1
2024-01-13 01:00:00,A1_Nord,267,205,62,1,5,Saturday,True,1
2024-01-13 02:00:00,A1_Nord,311,245,66,2,5,Saturday,True,1
2024-01-13 03:00:00,A1_Nord,318,241,77,3,5,Saturday,True,1
2024-01-13 04:00:00,A1_Nord,308,240,68,4,5,Saturday,True,1
2024-01-13 05:00:00,A1_Nord,292,231,61,5,5,Saturday,True,1
2024-01-13 06:00:00,A1_Nord,1079,852,227,6,5,Saturday,True,1
2024-01-13 07:00:00,A1_Nord,1628,1279,349,7,5,Saturday,True,1
2024-01-13 08:00:00,A1_Nord,1681,1306,375,8,5,Saturday,True,1
2024-01-13 09:00:00,A1_Nord,1753,1378,375,9,5,Saturday,True,1
2024-01-13 10:00:00,A1_Nord,990,783,207,10,5,Saturday,True,1
2024-01-13 11:00:00,A1_Nord,976,758,218,11,5,Saturday,True,1
2024-01-13 12:00:00,A1_Nord,1073,848,225,12,5,Saturday,True,1
2024-01-13 13:00:00,A1_Nord,1082,828,254,13,5,Saturday,True,1
2024-01-13 14:00:00,A1_Nord,1045,794,251,14,5,Saturday,True,1
2024-01-13 15:00:00,A1_Nord,949,754,195,15,5,Saturday,True,1
2024-01-13 16:00:00,A1_Nord,867,662,205,16,5,Saturday,True,1
2024-01-13 17:00:00,A1_Nord,1597,1247,350,17,5,Saturday,True,1
2024-01-13 18:00:00,A1_Nord,1551,1229,322,18,5,Saturday,True,1
2024-01-13 19:00:00,A1_Nord,1814,1413,401,19,5,Saturday,True,1
2024-01-13 20:00:00,A1_Nord,1020,788,232,20,5,Saturday,True,1
2024-01-13 21:00:00,A1_Nord,1050,817,233,21,5,Saturday,True,1
2024-01-13 22:00:00,A1_Nord,284,221,63,22,5,Saturday,True,1
2024-01-13 23:00:00,A1_Nord,349,268,81,23,5,Saturday,True,1
2024-01-14 00:00:00,A1_Nord,342,269,73,0,6,Sunday,True,1
2024-01-14 01:00:00,A1_Nord,280,219,61,1,6,Sunday,True,1
2024-01-14 02:00:00,A1_Nord,305,235,70,2,6,Sunday,True,1
2024-01-14 03:00:00,A1_Nord,262,200,62,3,6,Sunday,True,1
2024-01-14 04:00:00,A1_Nord,300,236,64,4,6,Sunday,True,1
2024-01-14 05:00:00,A1_Nord,279,223,56,5,6,Sunday,True,1
2024-01-14 06:00:00,A1_Nord,1080,842,238,6,6,Sunday,True,1
2024-01-14 07:00:00,A1_Nord,1454,1155,299,7,6,Sunday,True,1
2024-01-14 08:00:00,A1_Nord,1578,1202,376,8,6,Sunday,True,1
2024-01-14 09:00:00,A1_Nord,1588,1265,323,9,6,Sunday,True,1
2024-01-14 10:00:00,A1_Nord,993,778,215,10,6,Sunday,True,1
2024-01-14 11:00:00,A1_Nord,794,620,174,11,6,Sunday,True,1
2024-01-14 12:00:00,A1_Nord,994,768,226,12,6,Sunday,True,1
2024-01-14 13:00:00,A1_Nord,1163,893,270,13,6,Sunday,True,1
2024-01-14 14:00:00,A1_Nord,991,786,205,14,6,Sunday,True,1
2024-01-14 15:00:00,A1_Nord,1222,953,269,15,6,Sunday,True,1
2024-01-14 16:00:00,A1_Nord,1014,792,222,16,6,Sunday,True,1
2024-01-14 17:00:00,A1_Nord,1544,1207,337,17,6,Sunday,True,1
2024-01-14 18:00:00,A1_Nord,1450,1140,310,18,6,Sunday,True,1
2024-01-14 19:00:00,A1_Nord,1516,1192,324,19,6,Sunday,True,1
2024-01-14 20:00:00,A1_Nord,955,744,211,20,6,Sunday,True,1
2024-01-14 21:00:00,A1_Nord,992,758,234,21,6,Sunday,True,1
2024-01-14 22:00:00,A1_Nord,239,184,55,22,6,Sunday,True,1
2024-01-14 23:00:00,A1_Nord,334,269,65,23,6,Sunday,True,1
2024-01-15 00:00:00,A1_Nord,538,422,116,0,0,Monday,False,1
2024-01-15 01:00:00,A1_Nord,491,388,103,1,0,Monday,False,1
2024-01-15 02:00:00,A1_Nord,504,384,120,2,0,Monday,False,1
2024-01-15 03:00:00,A1_Nord,595,456,139,3,0,Monday,False,1
2024-01-15 04:00:00,A1_Nord,585,464,121,4,0,Monday,False,1
2024-01-15 05:00:00,A1_Nord,530,411,119,5,0,Monday,False,1
2024-01-15 06:00:00,A1_Nord,1665,1286,379,6,0,Monday,False,1
2024-01-15 07:00:00,A1_Nord,2896,2271,625,7,0,Monday,False,1
2024-01-15 08:00:00,A1_Nord,3121,2420,701,8,0,Monday,False,1
2024-01-15 09:00:00,A1_Nord,2868,2201,667,9,0,Monday,False,1
